fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,color,quality
7.53890155685925,0.4329233173511063,0.2270766826488937,1.9736269460740625,0.07087471497066687,22.90331616651813,31.29233173511063,0.9941830549221571,3.316395856272588,0.713890155685925,11.851430059792563,0,4
8.814180662743928,0.4333455893465417,0.46189075503252375,1.9667279467327086,0.07219091390523363,7.238182781046726,16.238182781046728,0.9940793250870239,3.207618172189533,0.6971454834314017,12.642909668628036,0,4
5.2784358997261664,0.43491620891390176,0.22508379108609822,2.0298324178278033,0.06049720696379672,20.491620891390177,49.50279303620327,0.9919456202401156,3.6941452378825703,0.74,13.870726189412851,0,4
8.794537752799563,0.3908193370800655,0.4313392724699072,2.0431721909994542,0.07091806629199346,6.0,13.21586095499727,0.9954615335168393,3.301365561800109,0.7459296039298744,11.7,0,4
7.261213943268016,0.4888665340721704,0.34612944206082025,2.98898725008245,0.06883480875123675,14.166800795566978,51.16438647536138,0.9959391079660926,3.4083239443103115,0.8488906772742263,12.827773306814434,0,4
10.469114348970056,0.3572151765946857,0.5256708940431886,2.4845571744850288,0.07014430353189371,5.2886070637874285,16.0,0.9968276968877142,3.1586582119136226,0.6557721412757486,11.216455297840572,0,4
8.256538284409318,0.33471978781102923,0.4735824108346407,3.311373769763886,0.07884890067716505,19.584063656691228,43.28186501102131,0.9968263134221419,3.287181349889787,0.8209505688504081,12.630219864566993,0,4
9.624787999648627,0.3597183529618455,0.42616898822289273,4.5729557637551075,0.07101408235190773,5.397183529618455,12.602816470381546,0.996630872187731,3.2776620235542144,0.7683661411496008,12.24253482334339,0,4
10.168936218513034,0.3665957431714677,0.5200425540971194,2.334468109256517,0.07033191486342935,5.663829726858708,16.0,0.9963436596523523,3.169914891805761,0.6632765945371741,11.497872295144031,0,4
9.569532979626777,0.2784485865874239,0.5236012563667344,2.2484733022068957,0.0819750785229209,36.46542402377283,66.41558106961462,0.9950819061842101,3.055844189303854,0.6771463879456389,12.004984295415822,0,4
8.896702282887446,0.42914988717047353,0.5215610233548128,4.069036368417621,0.08034518184208811,12.36167042765088,31.72334085530176,0.9977397215953915,3.3118907950660685,0.8101648858556277,12.975888638156608,0,4
10.48230521889435,0.3572564927035216,0.5154870145929568,2.517068654816896,0.06979267163704225,5.10366418147888,15.58534327408448,0.9969885250697831,3.170732836295776,0.6541465672591552,11.072564927035216,0,4
10.305200769404296,0.3203900577053221,0.4510401538808589,6.350592690659203,0.0729609942294678,5.0,13.039005770532208,0.9975947992305958,3.228959846119141,0.8177896730031748,12.579196922382822,0,4
7.808550853085447,0.5511881232120169,0.12163815641615319,2.4111610901108085,0.06611161090110809,32.37533791376511,44.31593175316426,0.9944376417015744,3.4505940616060085,0.7502610237025361,12.708550853085447,0,4
8.996056872426985,0.4041577251029206,0.477132511933937,1.8,0.07037634123456192,6.792113744853973,15.168454979415891,0.9947322585777788,3.239104075720444,0.69,12.333690995883178,0,4
10.644282371864978,0.3518572542711674,0.5262854914576652,2.5787742369009443,0.06994693559225237,5.02653220387382,15.893871184504722,0.9971458743040974,3.1553064407747637,0.6510612881549528,11.018572542711674,0,4
8.882277477892243,0.4254009609125716,0.4709703303856324,1.9270048045628583,0.07190717717544898,7.1814354350897975,16.181435435089796,0.9942081415623462,3.208185645649102,0.6954430630526939,12.608861261053878,0,4
9.451575570763662,0.35081290926787845,0.48095296000242616,2.0833916878060617,0.06267133502448492,11.24737404872723,29.0,0.9963794945873407,3.084064546339392,0.7850175063418184,10.67456234145454,0,4
5.347145269644501,0.6687874432452259,0.1300706646125746,1.6528547303554988,0.051321368258887466,14.949971854147485,71.98586707748508,0.9921050028145852,3.6274279280947996,0.7862860359526002,13.363567005651747,0,4
11.096076251046252,0.585654947544632,0.6581938882184672,4.94241210658474,0.08535603026646184,6.0,18.78534342215395,0.9985424121065848,3.2124870197753883,0.7146855064522958,13.217541908830857,0,4
11.046857232696961,0.3426977424695376,0.5646857232696962,2.5269774246953762,0.07036511287652313,5.182556438261559,18.373233697400266,0.9974738346573924,3.100709761669379,0.681034594504465,10.78093227408613,0,4
12.155637442792761,0.41596337902634156,0.7029091324151062,3.225452055093628,0.07678544292377026,6.0,25.58182648302124,0.9987341817351698,2.9962178995772777,0.7755637442792761,11.030542466112355,0,4
8.626385613607619,0.49070954764805447,0.3892904523519456,2.525942343343129,0.07444345939941224,7.221729699706122,16.74057656656871,0.9936082036521418,3.1870288283284354,0.7018403596598095,12.555210789794286,0,4
11.878584424482192,0.32518769632669065,0.6478584424482193,2.351876963266907,0.07124061518366546,5.620307591832733,24.063998693825532,0.9981304613877491,2.982516950205162,0.7554522906115646,10.25563088980072,0,4
7.402702252934846,0.6082740160837365,0.25075547816774424,1.604852528742596,0.06056879218443731,24.291151724555768,82.2641291952073,0.9932644776712938,3.3223710666585884,0.7421560390778135,12.44932443676629,0,4
8.965968179588561,0.40536127281645756,0.4705129995094836,1.8,0.07019580907753137,6.731936359177124,14.927745436708495,0.9947647543660443,3.2475289097152027,0.69,12.2855490873417,0,4
10.645574320815497,0.3287925546075433,0.5621425412966363,2.0496595631396537,0.07275170218430173,10.134362013659526,27.12074453924567,0.9970049115743996,3.0153063931743116,0.774897868941896,10.401361747441387,0,4
9.52894059139445,0.33952941739043796,0.47195289392032097,1.9637646608764963,0.07318117669561751,12.496471825896355,26.047058260956202,0.9960364465513826,3.0926118052111535,0.7491293982629488,10.744941356494015,0,4
8.72807077127797,0.40750867659552475,0.4614503797874357,2.665614154255594,0.07820818872340791,6.895905638296039,17.0,0.9945857910824505,3.172397640957401,0.8304094361703961,12.327133946807226,0,4
11.03832408251881,0.5022458371334645,0.6089422859210557,4.066071024248177,0.07902197553383493,5.563873470864683,17.691620412594048,0.9981021975533835,3.189471142960528,0.6725549388345873,12.35329633007524,0,4
10.034980816412276,0.31411068480916166,0.482391233549611,5.339923265649096,0.07506126031679342,5.294465759541918,14.17786303816767,0.9972466410885498,3.2064427392366466,0.8494465759541917,12.334980816412273,0,4
9.77319455063349,0.2904125488923276,0.5147421204114568,1.8742266534810783,0.08104122566456196,40.4535992088647,74.7216537025298,0.9944012364776902,3.0098970819619493,0.6397938716771903,11.856701362341628,0,4
7.365475944088168,0.3729081738247928,0.34545913087603586,2.3782307293443825,0.06120067252848527,15.0,30.891153646721914,0.9953298970510679,3.258367304700829,0.7836394205840239,11.65459130876036,0,4
9.383502026627609,0.342666773702207,0.47134454387443825,1.8299434121167737,0.07767569932087481,37.796604727006425,75.96158446073034,0.9942143611991328,3.0612656419445425,0.656621503395626,11.954124493343098,0,4
7.292072416871461,0.37605403927693737,0.3297298036153131,2.2104512385633397,0.05889370453024592,15.0,30.0522561928167,0.9950593526221834,3.2457838428922505,0.7731532024102087,11.497298036153131,0,4
9.335192644901362,0.4426119276674076,0.4373880723325924,2.551256880175049,0.07292458718949708,6.462293594748541,16.487431198249514,0.9948359586884898,3.1743715599124758,0.684120183877466,12.023605516323979,0,4
7.2632686638635455,0.40003507689012263,0.28680148991670007,2.0316343319317727,0.05694902995795318,17.003507689012263,30.687164369694536,0.9946620037247917,3.254252987814359,0.7578910445378818,11.447626882348272,0,4
8.99971051189463,0.31200868464316106,0.507962366546302,2.599855255947315,0.0787991315356839,8.201592184579532,18.401013208368795,0.9959576801156436,3.1680130269647417,0.8759681563084094,11.639956576784193,0,4
7.602350546871537,0.362756405134077,0.396217974329615,2.9196583928492266,0.06864530290167686,15.0,33.59829196424613,0.9962029491584694,3.298974379463692,0.8174786495530767,12.16217974329615,0,4
12.478665735071365,0.3115728515824082,0.7107875835887518,2.195506138335977,0.07164049106687811,6.202223774881056,29.0,0.998610572152886,2.887864257912041,0.818651841500793,9.833703962480177,0,4
8.222412831261936,0.5023851696861076,0.38298837750159137,2.311925848430538,0.07465661320307526,7.731322640615054,16.731322640615055,0.9929598976058038,3.20268677359385,0.7119396792184516,12.938793584369032,0,4
9.416575801050428,0.4370894992144353,0.4429105007855647,2.554163421466087,0.0727501947120348,6.375097356017399,16.458365785339133,0.9949769259411052,3.1729182892669567,0.6820856049737393,11.96256814921218,0,4
9.673739015513211,0.419639138233032,0.460360861766968,2.5633478219826147,0.07219913068104312,6.099565340521558,16.36652178017385,0.9954223693661568,3.168326089008693,0.6756565246121697,11.76969573836509,0,4
9.141564139409724,0.4019478620196758,0.4261042759606483,2.0063101483465617,0.06851577537086641,5.742112314566798,13.03155074173281,0.9956860908782837,3.2984224629133596,0.6796844925826718,11.519478620196757,0,4
11.216386355556306,0.5823738600003375,0.6504901496298047,4.837674207410657,0.08377030281483482,5.860643925927176,18.581931777781527,0.9985770302814835,3.2102450748149023,0.684425757037087,13.065545422225222,0,4
9.017465118399649,0.40330139526401404,0.4818423260479229,1.8,0.07050479071039789,6.834930236799299,15.339720947197197,0.9947091376721283,3.233109766848098,0.69,12.36794418943944,0,4
8.578163052984973,0.4185961962633197,0.38906413084221314,1.7984402180703554,0.06789081526492487,5.953206542110657,12.015597819296447,0.9951731021682091,3.348128261684426,0.6963951059115436,11.673483707196038,0,4
9.242292945309194,0.3525690182302686,0.5284585890618388,2.274309817697314,0.07526878835927582,6.525690182302686,16.474309817697314,0.9954642714755012,3.181541410938161,0.7990912580703823,12.120552145842149,0,4
11.672931856419162,0.32201755000938126,0.6496114928021955,2.1656641428303396,0.06925313142642714,7.545113572634731,29.0,0.9980167164423238,2.940087750046906,0.8096992428491018,10.057518928772456,0,4
9.18169219795581,0.3727692673480631,0.5163384395911621,2.0723073265193688,0.07345076593867432,6.727692673480631,16.272307326519368,0.9951047070412045,3.1936615604088376,0.7526306850994549,12.282154138784504,0,4
7.396321864690507,0.3603678135309493,0.3001839067654747,1.8036781353094933,0.07366896782214559,16.963218646905066,24.091953382737334,0.9941997470585702,3.2398160932345257,0.701103440592848,11.398160932345254,0,4
7.988542625566902,0.5434326300337546,0.1285655370477754,2.2657195226241993,0.06654262148191102,34.68560954751601,47.48533460974553,0.9941991384057695,3.4188634271490397,0.7305728687216548,12.622868925904449,0,4
9.223373375664789,0.3282602598936339,0.534094761764169,2.7646746751329574,0.07952899566843943,6.235502165780282,17.0,0.9959231081142949,3.155887554144507,0.8964497834219718,11.864851516046198,0,4
9.217807664299887,0.34153032951028506,0.4453032951028507,2.218864827962828,0.06618864827962828,4.153032951028507,14.72954942654276,0.996691819770617,3.1838786819588596,0.8405675860185859,10.576516475514254,0,4
9.175515963443132,0.4008161345518956,0.42836773089620883,2.0192441765497646,0.06854811044137442,5.725944779312794,13.096220882748824,0.9957190726502019,3.295188955862559,0.6790377911725117,11.508161345518955,0,4
7.85541780025158,0.44808083944652544,0.29504586093084356,3.0204314032705315,0.07220431403270532,23.470617952199923,40.566575979873654,0.9959045771478744,3.3990404197232627,0.8065013603018952,12.75541780025158,0,4
8.877130582527796,0.3836591067955526,0.4833124854374102,2.6954261165055593,0.07860568155340746,6.697159223296271,17.0,0.994988252572825,3.167428980582407,0.8502840776703728,12.18801145630739,0,4
10.342457787785122,0.3619180737404959,0.5061638525190082,2.4637934429657613,0.0696594836074144,5.1702581962927985,15.318967214828806,0.9968526732795627,3.1840516392585596,0.6568103278517119,11.119180737404958,0,4
7.488989780464845,0.3485779144584543,0.3423852763056362,1.7206421271760604,0.06244494890232422,3.6192638152818097,12.793578728239396,0.9958266061317211,3.2547705526112725,1.0153672785781527,10.350916161993025,0,4
12.540622525244205,0.31076970800609366,0.715491710250023,2.197800834268304,0.07182406674146431,6.098962457926325,29.0,0.9986562366019393,2.883848540030468,0.8193402502804912,9.81649374298772,0,4
8.111805276357797,0.35315571849655963,0.35749196462889904,1.8547542520275229,0.07372622873986238,15.49425806924312,24.684428150344036,0.9948073541916104,3.1907211731752296,0.7164262756082568,11.180982991889909,0,4
12.080096937610147,0.31499906790759474,0.6780078295762041,2.160007456739242,0.07219996271630379,7.0997949396708435,28.500093209240525,0.998249084074735,2.9159932889346822,0.8080022370217725,9.959970173043033,0,4
7.275665953462491,0.4039608852631221,0.28225581706375336,2.0378329767312455,0.05713498930193736,17.39608852631221,31.017758758999754,0.9946506395426594,3.2590052821606212,0.7574778015512503,11.476553891412479,0,4
9.649393718898263,0.523379144520874,0.5250687167813111,3.9117219269449865,0.07392239306510924,9.623282080467225,23.025868978296916,0.9971574454568549,3.224025868978297,0.7181810828480784,12.554567514557649,0,4
9.01855279078577,0.46409820348239417,0.4159017965176059,2.539948313956635,0.07360310116260192,6.80155058130096,16.600516860433654,0.9942874932268967,3.180025843021683,0.6920361802303557,12.261085406910672,0,4
9.63594132072599,0.38325183372731275,0.5100488997636123,2.0679706603629957,0.07066503667454625,6.330073349092511,16.0,0.9954842053796706,3.1899022004727753,0.6766014669818502,11.997555011819383,0,4
11.194777232825931,0.5726497547716686,0.6454480209927171,4.744034675579031,0.0831940595420248,5.82462872137655,18.473886164129652,0.9985194059542025,3.2077240104963587,0.682985148855062,12.97910893130372,0,4
9.202705664890049,0.3931529556739968,0.495720597296248,2.1937050487451852,0.07117117610815007,6.82882389184992,15.74323583777488,0.9948750524011436,3.2117117610815007,0.7011264470297551,12.508558805407503,0,4
9.479418102273353,0.39068606325755484,0.44862787348489025,2.1350164199136588,0.06883754104978415,5.581229475107927,13.675082099568293,0.9960142918707798,3.2662458950215854,0.673249179004317,11.406860632575547,0,4
9.627212120901406,0.4227963203674045,0.4572036796325955,2.5616861471750503,0.072298831169497,6.149415584748493,16.383138528249496,0.9953417781379899,3.169156926412475,0.6768196969774648,11.804590909323945,0,4
8.477298753660595,0.47264847873959726,0.416973167154746,2.1632423936979865,0.07359458852641418,7.5189177052828375,16.51891770528284,0.9934420568090079,3.204810822947172,0.7055675311584851,12.811350623169702,0,4
10.243640839869935,0.32375727734200443,0.4523482983387528,6.183956552834747,0.07290606806644989,5.09393193355011,13.140897900325164,0.9974600414190103,3.229060680664499,0.8138944243192427,12.595303403322495,0,4
12.284061599363449,0.31665133475024315,0.6884061599363449,2.266513347502432,0.07166743326248784,5.83371663124392,26.83831620617097,0.998450574946866,2.9248965095641415,0.7917318273114664,9.999540042507295,0,4
6.75265208772397,0.6954398336915586,0.17836352795107846,1.5309831917868146,0.05495472257579792,19.858991507208888,84.33247062996918,0.9929527490693403,3.4080594975272946,0.7702263871210103,12.611836978069007,0,4
7.842040932452412,0.3524839600377538,0.44758019981123104,3.467522131319798,0.07617842930564722,15.0,36.33761065659899,0.9970863794367532,3.340064159848985,0.8517201332074873,12.675801998112311,0,4
9.866619429879414,0.3777793523373528,0.4744412953252944,2.2825216875731105,0.06920630421893278,5.3968478905336115,14.412608437865552,0.9963904303033114,3.229369578106722,0.6658739156213445,11.277793523373528,0,4
7.18848758192417,0.3671744376776924,0.4060231958701094,3.2074414245098866,0.07358371602573623,15.981396438725284,40.18953842585717,0.9959260449857846,3.440779170582089,0.8305581068382415,13.094418931617586,0,4
10.497803684173327,0.33725069298293836,0.5603887982427895,2.1221408771916046,0.06577127017532837,9.50366052637779,29.0,0.997150603456113,3.0162534649146915,0.7966422631574814,10.383943421062966,0,4
10.318441294979621,0.596904501058344,0.5747310668656691,4.4205269107191105,0.083113062632293,6.5773874735414,18.4226125264586,0.996937925397829,3.2142261252645863,0.6986608121031209,13.31339187896879,0,4
7.875778161283403,0.35489709015254645,0.39046436179904137,1.735567271646495,0.06455672716464948,4.4226908658597965,14.067018149394848,0.9955091716512784,3.222886545670701,0.9541741862493709,10.889181791162374,0,4
11.279515754365953,0.32123816379263015,0.6469519353479039,2.5933357327420565,0.07368572456889452,8.52858685334179,31.247632758526038,0.998306664267258,3.0120484245634045,0.8312381637926302,10.642862284447265,0,4
10.313741769689873,0.3351439142188412,0.5389136514686953,2.659424343124635,0.07297121715623175,5.297121715623175,16.297121715623174,0.9969623026275014,3.15,0.7302228632182572,11.207985200936223,0,4
7.596483248207829,0.4706247424475036,0.3269921392089069,2.2832023201484484,0.06732809280593795,11.03516751792172,22.203144316437232,0.9933776210024964,3.2130078607910932,0.7373438143881241,12.319528352534416,0,4
9.681428632523062,0.5819159678240721,0.5129033672742971,3.914663914062431,0.081239495978009,6.952100804398199,18.0478991956018,0.9957294749058158,3.2104789919560184,0.704281512065973,13.25718487934027,0,4
8.520153127595652,0.4584340124360376,0.3751988710276976,1.7318355826813239,0.07021950428378063,31.910134960879443,78.70860368492292,0.9938003461589152,3.175070724089664,0.6939024785810968,12.169961718101087,0,4
9.861025426514468,0.279582780809325,0.5115733826961412,1.9252681042700968,0.08186293530784565,41.494637914598066,72.16806244041798,0.9944885221113704,3.010321725124116,0.6369487286742767,11.85685323460772,0,4
9.161598595858473,0.4012800468047175,0.42743990639056495,2.0139423222317996,0.06853485580557951,5.73257209721025,13.069711611158999,0.9957055529216912,3.29651441944205,0.67930288388841,11.512800468047175,0,4
10.356095394254789,0.3607470189295378,0.5235517886422774,2.4280476971273948,0.07021494037859076,5.429880757181514,16.0,0.9966454538232358,3.1628964227154452,0.6585976151436302,11.322410567886136,0,4
10.650106983901944,0.3515591567530642,0.5290645059481615,2.5750534919509724,0.07003118313506129,5.06236627012257,16.0,0.9971195475115419,3.151870988103677,0.6512473254024514,11.046774702591927,0,4
8.214716853159791,0.5032830337980245,0.38196224708797205,2.3164151689901225,0.07468867977850087,7.737735955700175,16.737735955700174,0.9929453393805605,3.2026226404429985,0.7121320786710053,12.942641573420104,0,4
9.278523379210077,0.3404922069299745,0.5357046758420153,2.3950779307002548,0.07635570137630229,6.4049220692997455,16.595077930700256,0.9956792387166464,3.1742953241579848,0.8268679240610586,12.023937655439795,0,4
5.113136789665351,0.41794296746063,0.24359980694389752,2.0,0.059794296746063,18.794296746062997,48.92005791683074,0.9918553059567224,3.6948013513927176,0.741028516269685,13.861150303592524,0,4
7.78401148768544,0.5571439141512706,0.2932194611286058,1.6481831236006181,0.06386191739364698,26.890987416037092,81.05087253918269,0.9934473327815946,3.272107576623283,0.7256904130317651,12.35399712807864,0,4
8.898421424458444,0.40806314302166224,0.45565271338085783,1.8,0.06979052854675066,6.596842848916889,14.387371395667557,0.9948377048615848,3.2664420011516357,0.69,12.177474279133511,0,4
9.036429228777667,0.5667395112653569,0.4503004839695971,3.4024585052057943,0.07934243890816961,7.331512218366078,17.66848778163392,0.9945058730957693,3.2066848778163393,0.7099726832754911,13.200273167245088,0,4
9.466540474006685,0.3885456101872911,0.5068726338876254,1.9832702370033424,0.07077091220374582,6.541824407491644,16.0,0.9952110465143358,3.1962547322247494,0.6808364881498329,12.156368305618733,0,4
10.476143668419079,0.357461877719364,0.515076244561272,2.5147213974929827,0.06978680349373247,5.106598253133772,15.573606987464913,0.996982539563607,3.1713196506267542,0.6542639301253509,11.07461877719364,0,4
5.6728168979923606,0.4960110225388647,0.03450826690414852,1.8375688908679044,0.04557789341645198,28.450826690414853,83.84421316709603,0.9910532143244497,3.4969944887305675,0.8139889774611353,13.902320883743448,0,4
6.602015263647927,0.39087244975185587,0.2909732129342522,2.0,0.05708724497518559,16.087244975185587,34.708036119724326,0.993899130043735,3.3631875094602344,0.754563775124072,12.033890358250272,0,4
8.765734003167108,0.36549595521731815,0.47783583177897526,2.0990982632412396,0.06594589579447438,12.55861288931942,39.59468235966983,0.9951684392134434,3.3037872943867934,0.7796393052964958,11.918936471933968,0,4
8.367396405358397,0.4652165751426567,0.4085514727858981,2.593479281071679,0.07724639041428906,7.376804792855472,17.0,0.9936119702944676,3.184420119821387,0.7823195207144528,12.66376335499883,0,4
5.339103596837752,0.6630242444003891,0.1326171943347118,1.6608964031622477,0.05152241007905619,15.043791370226224,71.47656113305764,0.9920956208629773,3.6295723741765995,0.7852138129117002,13.37831007246412,0,4
6.68416894625207,0.704622800388927,0.17073699628716235,1.5232010166195533,0.054363277263086054,19.392060997173203,84.5503715346525,0.9929199082901344,3.417086820721318,0.7731836136845697,12.628957763436983,0,4
5.5065135105122405,0.44713465234887,0.21286534765112997,2.05426930469774,0.060904488411629,21.713465234887003,49.095511588371,0.9921468172753447,3.672966602595292,0.74,13.76483301297646,0,4
11.657254631154203,0.31802336484124083,0.6678481285319346,2.480817769443429,0.07320350472618611,7.805257089279187,30.604672968248167,0.9984191822305566,2.9742745368845798,0.8280233648412408,10.401752363093063,0,4
9.241137411205703,0.3986287529598099,0.4327424940803803,2.0442428233164587,0.06861060705829115,5.694696470854427,13.221214116582292,0.995782819199457,3.2889392941708855,0.677787858834177,11.486287529598098,0,4
7.536072568614982,0.4089861247013933,0.31088580548919853,1.990501596060974,0.07454429027445993,14.550693764930337,22.094984039390262,0.9936892529474969,3.2291141945108017,0.7054429027445992,11.862646733290937,0,4
7.318046133373818,0.36819538666261825,0.3040976933313091,1.8819538666261826,0.06662415200364356,16.180461333738172,26.048846665654565,0.9944071777465594,3.235902306668691,0.7245861599878547,11.359023066686909,0,4
9.277064264088139,0.34195130515299865,0.45160903671481123,1.9443895587760107,0.07327805220611994,13.029287133659706,25.804869484700134,0.9958179922751995,3.1100493971015903,0.7433168676328031,10.822441764895958,0,4
10.144310475344723,0.32915820733266343,0.444505075600402,5.978722462697483,0.07254208963336682,5.091582073326634,12.908417926673366,0.9973765397410831,3.240989848799196,0.8080943304675375,12.51757613400603,0,4
9.124805927361328,0.3917313575462243,0.5049611854722654,1.8826864245377573,0.0717441778208398,6.917313575462243,16.08268642453776,0.9947671818356771,3.2050388145277346,0.7090178776436842,12.433850860369795,0,4
5.814682851113611,0.5009454904735169,0.038209117855137684,1.8684093154594807,0.04687319124929819,28.82091178551377,81.25361750140362,0.991261078786197,3.4945272547632413,0.8090545095264831,13.82213577980535,0,4
12.341234239868172,0.3124881323089599,0.6990996886047369,2.180094941528321,0.07209952529235839,6.547389107971174,28.751186769104013,0.9984755704657319,2.897914552624511,0.8140284824584962,9.879620233886717,0,4
9.451183835717725,0.43474109686201157,0.44525890313798844,2.5553994227042045,0.07267603463774774,6.338017318873867,16.446005772957957,0.9950368720011539,3.172300288647898,0.6812204041070569,11.936612123211706,0,4
10.374053171535449,0.3255539878651586,0.4648106343070896,5.696494870413246,0.07244460121348414,5.0,13.555398786515859,0.9975259468284646,3.2151893656929103,0.7885274020974347,12.303787313858209,0,4
9.737991989494551,0.3820669336835149,0.46586613263297016,2.233520757902687,0.06908380189475673,5.458099052621642,14.167603789513432,0.9962654779326519,3.2416198105243286,0.6683239621048657,11.320669336835149,0,4
6.159038322143804,0.7750380431670809,0.11225654042055994,1.4635270820617958,0.04982805823669648,15.81162492370775,86.22124170226971,0.9926680842863007,3.4863085848083166,0.7958597088165176,12.760240419464049,0,4
7.257339727382947,0.3874885159026614,0.34485670115611133,3.1180047955372103,0.06889564613792508,18.481076476675703,50.38875567952194,0.9955594617616621,3.3901662670385657,0.8492889954563825,13.121330136308528,0,4
8.190158278207825,0.49357467548674794,0.38255654747048107,2.558031655641565,0.0767737554085542,7.613122295722899,17.0,0.9931334273511611,3.1903280573930726,0.7586877704277101,12.829185607006028,0,4
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,0,4
8.784553129035706,0.3184634061289288,0.47999190677464165,2.4922765645178524,0.07815365938710711,9.384957790303623,19.154064048375034,0.9957199312075844,3.1776951091933934,0.8523008441939276,11.607682969355356,0,4
9.686528262025893,0.3482573914990978,0.5765884783278149,3.1619304362432334,0.08090482609060809,6.0,17.301608696869362,0.9967619304362432,3.1605563043904277,0.8853149998600235,11.956367392338956,0,4
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,0,4
9.712690043628232,0.35915399709145124,0.474471248182157,4.148645167241554,0.07202115007271372,5.978849927286281,14.468274890929422,0.9961415136083435,3.220211500727137,0.7563747547263917,12.551057503635686,0,4
5.389395279090198,0.47451533907262783,0.07645398278211646,1.8442418883639204,0.04753935106911363,26.00911502362358,78.81525065267472,0.9909990884976376,3.5486660772003127,0.8023032446544318,14.0,0,4
7.9419287728114005,0.5409865593602683,0.3440695573611065,2.533296378409053,0.07612331992003353,7.975336015993294,17.024663984006708,0.9924295413484215,3.200246639840067,0.7196300402398994,13.103699597601006,0,4
10.543366151122516,0.3606287254595435,0.5193712745404565,2.5944059339686616,0.07033564396188033,5.16782198094016,16.055940660313386,0.99692868779748,3.1527970330156694,0.6539158462219371,11.117475386658112,0,4
7.7842292754525975,0.5617203696126137,0.09827963038738624,2.280286594315747,0.06535484130231656,33.3297442067354,44.17203696126138,0.9941707885362274,3.4513261014989287,0.7384229275452597,12.648745145220941,0,4
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,0,4
7.847673822190966,0.35224255047753,0.4487872476123499,3.4803973078650654,0.07635546298314465,15.0,36.40198653932533,0.9971071406589324,3.3410297980898798,0.8525248317415666,12.687872476123498,0,4
10.686043826567067,0.6055539723898133,0.61041013610798,4.712446568156199,0.08419424654872666,6.361150690254667,18.638849309745332,0.9976352890239287,3.2163884930974533,0.69541726035382,13.3458273964618,0,4
10.959232861668422,0.46665478775079006,0.590487667722632,3.7233424005631637,0.07691287631115792,5.432054769447371,17.29616430834211,0.9978912876311158,3.180243833861316,0.6672821907778949,12.03693144667369,0,4
9.273232446382064,0.3202828085788699,0.5414074254693693,2.7746464892764124,0.07966195319035217,6.169023404823916,17.0,0.9960577276052315,3.154225585120598,0.9030976595176083,11.818316383376741,0,4
10.655870227838461,0.34830270107071004,0.531018379357574,2.60678919571716,0.070339459785858,5.033945978585799,16.0339459785858,0.9971728432171313,3.15,0.6591654142181657,11.023762185010058,0,4
8.668649175886095,0.4385220423243644,0.3917359309509516,1.7487101336234199,0.07150197015537992,32.922608017405196,78.23611625854424,0.9938715567638908,3.155496244996833,0.6874901492231004,12.132837706028477,0,4
8.951325496313725,0.405946980147451,0.4672916091890194,1.8,0.07010795297788235,6.702650992627449,14.810603970509797,0.9947805684639811,3.2516288610321573,0.69,12.262120794101959,0,4
5.045362282774081,0.4525096359880919,0.2256352771215408,1.9546377172259182,0.05886594293064795,18.47077336763571,52.87294457569185,0.9917529226632364,3.707903391260245,0.7460483043698776,13.916835814914183,0,4
10.717365052900778,0.3578142738053507,0.5340518456768486,2.6752485625700437,0.07046306807735413,5.028941754834632,16.086825264503897,0.9972463068077354,3.152025922838424,0.6511576701933853,11.069460211603118,0,4
9.288532978226868,0.30334401065319394,0.5455092871694929,2.744266489113434,0.0796655989346806,6.613068619752227,17.390134576205963,0.9962768289409406,3.155016015979791,0.9077386276049555,11.683279946734029,0,4
10.301007011649181,0.45174854933038844,0.6121635638323211,3.938114119977913,0.08284528529994478,6.0,17.948428433314927,0.997538114119978,3.1831949951660223,0.8109307301687834,12.506164168317689,0,4
11.479344553713894,0.5772332218066871,0.6768978674505344,4.786127952967941,0.08406859711385038,6.0,20.379573490106864,0.998786204265099,3.173094501336367,0.7079344553713892,12.90335354356153,0,4
9.166824097802605,0.3373081443515831,0.5258008676777155,2.753364819560521,0.07937819759414028,6.310901202929859,17.0,0.995770425064067,3.157772530073246,0.8889098797070141,11.917630842050901,0,4
7.423370331270279,0.4310560757189209,0.31957301419729767,2.159550236621628,0.062382009464865114,12.76629668729721,25.170794321080933,0.9939637318784135,3.2204269858027024,0.7472359810702698,11.874380851837861,0,4
9.057830948301355,0.31026507155095934,0.5155180232791762,2.628915474150677,0.07897349284490407,7.8819297843425495,18.19759168094526,0.996021903197873,3.165397607326439,0.882361404313149,11.648674642245203,0,4
7.392598473056902,0.3607401526943098,0.3003700763471549,1.8074015269430985,0.07333386257512113,16.925984730569013,24.185038173577464,0.9942096140463992,3.239629923652845,0.7022204580829295,11.396299236528451,0,4
5.242238072910768,0.5936039522527172,0.16329127691159007,1.7577619270892317,0.053944048177230794,16.17388914937437,65.34174461768198,0.9919826110850626,3.6554031805571285,0.7722984097214357,13.555896866330258,0,4
